School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes
6663323,Ysgol Cwm Banwy,666,Powys,Primary,Voluntary aided,WM,Welsh medium,Primary,Not available,Llangadfan School,,Banwy C P School,Llangadfan Welshpool,SY21 0NW,,
6664000,Ysgol Uwchradd Caereinion High School,666,Powys,Secondary,Community,BB,Bilingual (Type B),Secondary (ages 11-19),---,Llanfair Caereinion,Welshpool,Powys,,SY21 0HW,01938 810888,439
6664002,Llanidloes High School,666,Powys,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Llanidloes,Powys,,,SY18 6EX,01686 412289,595
6664011,Newtown High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Dolfor Road,Newtown,Powys,,SY16 1JE,01686 626304,1031
6664013,Welshpool High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Salop Road,Welshpool,Powys,,SY21 7RE,01938 552014,874
6664021,Ysgol Maesydderwen,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Tudor Street,Ystradgynlais,Swansea,,SA9 1AP,01639 842115,497
6664022,Brecon High School,666,Powys,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Penlan,Brecon,Powys,,LD3 9SR,01874 622361,474
6664023,Gwernyfed High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Three Cocks,Brecon,Powys,,LD3 0SG,01497 847445,495
6664024,Crickhowell High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,New Road,Crickhowell,Powys,,NP8 1AW,01873 813500,906
6664025,Ysgol Calon Cymru,666,Powys,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,College Road,,Builth Wells,Powys,LD2 3BW,01982 553292,1048
6665500,Ysgol Bro Hyddgen,666,Powys,Middle,Community,AB,Bilingual (Type A),Middle (ages 4-19),---,Machynlleth,Powys,,,SY20 8DR,01654 702994,474
6665501,Ysgol Llanfyllin,666,Powys,Middle,Not Applicable,CB,Bilingual (Type C),Middle (ages 4-19),Not available,Llanfyllin High School,,Llanfyllin School,Llanfyllin,SY22 5BJ,,
6667001,Ysgol Neuadd Brynllywarch Hall School,666,Powys,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Kerry,Nr Newtown,Powys,,SY16 4PB,01686 670276,51
6667002,Ysgol Cedewain,666,Powys,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Maesyrhandir,Newtown,Powys,,SY16 1LH,01686 627454,120
6667004,Ysgol Penmaes,666,Powys,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Canal Road,Brecon,Powys,,LD3 7HL,01874 623508,110
6672281,Ysgol Gymunedol Gynradd Aberaeron,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Maes yr Heli,Aberaeron,Ceredigion,,SA46 0BQ,01545 570313,231
6672285,Ysgol Gymunedol Ciliau Parc,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Ciliau Aeron,Llanbedr Pont Steffan,Ceredigion,,SA48 8BX,01570 470650,74
6672288,Ysgol Gymunedol Dihewyd,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Dihewyd,Llanbedr Pont Steffan,Ceredigion,,SA48 7PN,01570 470647,32
6672289,Ysgol Gymunedol Felinfach,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Felinfach,Llanbedr Pont Steffan,Ceredigion,,SA48 8BE,01570 470655,45
6672291,Ysgol Gymunedol Llanarth,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llannarth,Ceredigion,,,SA47 0PA,01545 580343,61
6672293,Ysgol Gymunedol Llannon,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llannon,Aberystwyth,Ceredigion,,SY23 5HX,01974 202478,32
6672295,Ysgol Gymunedol Cei Newydd,667,Ceredigion,Primary,Community,EW,English with significant Welsh,Infants & Juniors,---,Maes Yr Ysgol,Cei Newydd,Ceredigion,,SA45 9TE,01545 560363,78
6672298,Ysgol Gymunedol Talgarreg,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Talgarreg,Llandysul,Ceredigion,,SA44 4ER,01545 590683,47
6672299,Yr Ysgol Gymunedol Gymraeg,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Plascrug Avenue,Aberystwyth,Ceredigion,,SY23 1HL,01970 617613,418
6672303,Ysgol Gymunedol Comins Coch,667,Ceredigion,Primary,Community,EW,English with significant Welsh,Infants & Juniors,---,Comins Coch,Aberystwyth,Ceredigion,,SY23 3BQ,01970 623497,179
6672308,Ysgol Gymunedol Llanfarian,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanfarian,Aberystwyth,Ceredigion,,SY23 4DA,01970 612664,50
6672309,Ysgol Gymunedol Llanfihangel-Y-Creuddyn,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanfihangel-Y-Creuddyn,Aberystwyth,Ceredigion,,SY23 4LA,01974 261347,30
6672310,Ysgol Gymunedol Llangwyryfon,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llangwyryfon,Aberystwyth,Ceredigion,,SY23 4HA,01974 241319,46
6672311,Ysgol Gymunedol Llanilar,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanilar,Aberystwyth,Ceredigion,,SY23 4PA,01974 241334,119
6672312,Ysgol Gymunedol Mynach,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Pontarfynach,Aberystwyth,Ceredigion,,SY23 4QZ,01970 890234,38
6672313,Ysgol Gymunedol Penllwyn,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Capel Bangor,Aberystwyth,Ceredigion,,SY23 3LP,01970 880277,43
6672314,Ysgol Gymunedol Llwynyreos,667,Ceredigion,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Penparcau,Aberystwyth,Ceredigion,,SY23 1SH,01970 617011,278
6672315,Ysgol Gymunedol Syr John Rhys,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Ponterwyd,Aberystwyth,Ceredigion,,SY23 3JX,01970 890622,25
6672316,Ysgol Gymunedol Rhydypennau,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bow Street,Ceredigion,,,SY24 5AD,01970 828608,193
6672317,Ysgol Gymunedol Talybont,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Talybont,Ceredigion,,,SY24 5HE,01970 832276,77
6672319,Ysgol Gymunedol Aberporth,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Aberporth,Aberteifi,Ceredigion,,SA43 2DA,01239 810081,150
6672323,Ysgol Gymunedol Llechryd,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llechryd,Aberteifi,Ceredigion,,SA43 2NL,01239 682474,57
6672324,Ysgol Gymunedol Penparc,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Penparc,Aberteifi,Ceredigion,,SA43 1SQ,01239 810586,102
6672353,Ysgol Gymunedol Pontrhydfendigaid,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Pontrhydfendigaid,Ystrad Meurig,Ceredigion,,SY25 6BL,01974 831641,68
6672361,Ysgol Gymunedol Plascrug,667,Ceredigion,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Plascrug Avenue,Aberystwyth,Ceredigion,,SY23 1HL,01970 612286,456
6672362,Ysgol Gymunedol Craig Yr Wylfa,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Francis Road,Borth,Ceredigion,,SY24 5NJ,01970 871280,42
6672363,Ysgol Gymunedol Penrhyncoch,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Penrhyncoch,Aberystwyth,Ceredigion,,SY23 3EH,01970 828566,92
6672366,Ysgol Gymunedol Y Dderi,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangybi,Llanbedr Pont Steffan,Ceredigion,,SA48 8LY,01570 493424,120
6672367,Ysgol Gymunedol Cenarth,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Cenarth,Castell Newydd Emlyn,Sir Gâr,,SA38 9JP,01239 710060,68
6672368,Ysgol Gynradd Aberteifi,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Stryd Napier,Aberteifi,Ceredigion,,SA43 1EH,01239 612491,446
6672369,Ysgol Bro Sion Cwilt,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Synod Inn ,Llandysul,,,SA44 6JZ,01545 580107,108
6672371,Ysgol Gynradd T Llew Jones,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Brynhoffnant,Ceredigion,,,SA44 6EA,01239 654553,192
6672372,Ysgol Rhos Helyg,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Campws Rhos y Wlad,Bronant,Aberystwyth,,SY23 4TQ,01974 251238,66
6673058,Ysgol Wirfoddol Myfenydd,667,Ceredigion,Primary,Voluntary controlled,WM,Welsh medium,Infants & Juniors,Church in Wales,Llanrhystud,Aberystwyth,Ceredigion,,SY23 5DW,01974 202230,75
6673061,Dyffryn Cledlyn VC School Church in Wales,667,Ceredigion,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Drefach,Llanbydder,Ceredigion,,SA40 9SX,,123
6673318,Ysgol Gymorthedig Padarn Sant,667,Ceredigion,Primary,Voluntary aided,EW,English with significant Welsh,Infants & Juniors,Roman Catholic,Llanbadarn Road,Aberystwyth,Ceredigion,,SY23 1EZ,01970 630632,145
6674042,Gyfun Aberaeron Comprehensive,667,Ceredigion,Secondary,Community,CB,Bilingual (Type C),Secondary (ages 11-19),---,Stryd Y Fro,Aberaeron,Ceredigion,,SA46 0DT,01545 570217,599
6674044,Ysgol Uwchradd Aberteifi,667,Ceredigion,Secondary,Community,CB,Bilingual (Type C),Secondary (ages 11-19),---,Park Place,Aberteifi,Ceredigion,,SA43 1AD,01239 612670,616
6674047,Penglais School,667,Ceredigion,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Waunfawr,Aberystwyth,Ceredigion,,SY23 3AW,01970 624811,1087
6674048,Ysgol Gyfun Penweddig,667,Ceredigion,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Llanbadarn,Llangawsai,Aberystwyth,,SY23 3QN,01970 639499,608
6675500,Ysgol Bro Pedr,667,Ceredigion,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Llanbedr Pont Steffan,Ceredigion,,,SA48 7BX,01570 422214,1032
6675501,Ysgol Henry Richard,667,Ceredigion,Middle,Community,BB,Bilingual (Type B),Middle (ages 3-16),---,Tregaron,Ceredigion,,,SY25 6HG,01974 298231,318
6675502,Ysgol Bro Teifi,667,Ceredigion,Middle,Community,AB,Bilingual (Type A),Middle (ages 3-19),---,,LLANDYSUL,,,SA44 4JL,01559 362503,924
6682203,Sageston Community Primary School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sageston,Tenby,Pembrokeshire,,SA70 8SH,01646 651471,115
6682209,Ysgol Gymunedol Eglwyswrw,668,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Eglwyswrw,Crymych,Pembrokeshire,,SA41 3SN,01239 891267,109
6682212,Ysgol Gymunedol Wdig,668,Pembrokeshire,Primary,Community,TR,Transitional,"Nursery, Infants & Juniors",---,Hill Street,Wdig,Sir Benfro,,SA64 0ET,01348 872503,129
6682214,Fenton Community Primary School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Portfield,Haverfordwest,Pembrokeshire,,SA61 1BZ,01437 765378,421
6682220,Johnston C P School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cranham Park,Johnston,Haverfordwest,Pembrokeshire,SA62 3PU,01437 890280,249
6682222,Lamphey Primary School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lamphey,Pembroke,Pembrokeshire,,SA71 5NW,01646 672249,215
6682223,Ysgol Gymunedol Brynconin,668,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llandysilio,Clunderwen,Sir Benfro,,SA66 7SY,01437 563555,80
6682228,Hook Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown Road,Hook,Haverfordwest,Pembrokeshire,SA62 4ND,01437 890343,86
6682231,Ysgol Llanychllwydog,668,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pontfaen,Fishguard,Pembrokeshire,,SA65 9SE,01348 881307,23
6682233,Maenclochog Cp School,668,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Maenclochog,Clunderwen,Sir Benfro,,SA66 7LB,01437 532452,93
6682242,Narberth Cp School,668,Pembrokeshire,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---, JESSE ROAD,,,NARBERTH,SA67 7FE,01834 860776,293
6682243,Ysgol Bro Ingli,668,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Long Street,Newport,Pembrokeshire,,SA42 0TL,01239 820682,105
6682250,Puncheston Cp School,668,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Puncheston,Haverfordwest,Pembrokeshire,,SA62 5RL,01348 881321,63
6682253,St Dogmaels Cp,668,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,St Dogmaels,Cardigan,Pembrokeshire,,SA43 3ET,01239 613596,111
6682254,Wolfcastle Cp School,668,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Glancleddau,Wolfscastle,Haverfordwest,Pembrokeshire,SA62 5LZ,01437 741361,51
6682258,Saundersfoot Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Francis Lane,Saundersfoot,Pembrokeshire,,SA69 9HB,01834 812819,230
6682260,Stepaside C. P. School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Carmarthen Road,Kilgetty,Pembrokeshire,,SA68 0UG,01834 812764,141
6682261,Templeton Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Templeton,Narberth,Pembrokeshire,SA67 8RS,01834 860657,116
6682266,Tavernspite Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tavernspite,Whitland,Pembrokeshire,,SA34 0NL,01834 831691,223
6682270,Ysgol Gymunedol Croesgoch,668,Pembrokeshire,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Llanrhian Road,Croesgoch,Haverfordwest,Pembrokeshire,SA62 5JT,01348 831461,87
6682271,Broad Haven Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Webbs Hill,Broad Haven,Haverfordwest,Pembrokeshire,SA62 3JT,01437 781404,105
6682273,Roch Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Roch,Haverfordwest,Pembrokeshire,,SA62 6JU,01437 710517,156
6682384,Coastlands Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,St Ishmael's Base,Trewarren Road,Haverfordwest,Pembrokeshire,SA62 3SZ,01646 636340,99
6682385,Ysgol Clydau,668,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Tregryn,Llanfyrnach,Pembrokeshire,,SA35 0BE,01239 698236,55
6682386,Pembroke Dock Community School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, BUSH STREET,Pembroke Dock,,,SA72 6LQ,01646 684872,685
6682387,Monkton Priory C.P. School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,St Martin's Road,Monkton,Pembroke,Pembrokeshire,SA71 4LS,01646 685685,231
6682388,Gelli Aur/Golden Grove,668,Pembrokeshire,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Orange Way,Pembroke,,,SA71 4DP,04646 682605,355
6682389,Ysgol Glannau Gwaun,668,Pembrokeshire,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Clive Road,Fishguard,,,SA65 9DB,01348 872505,276
6682390,Ysgol y Frenni,668,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Crymych,Pembrokeshire,,,SA41 3QH,01239 831427,171
6682391,Prendergast Cp School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stokes Avenue,Prendergast,Haverfordwest,,SA61 2RB,01437 771580,459
6682392,Pennar Community School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Owen Street,Pennar,Pembroke Dock,Pembrokeshire,SA72 6SL,01646 684402,265
6682393,Neyland Community School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,John Street,Neyland,Milford Haven,Pembrokeshire,SA73 1TH,01646 600659,313
6682395,Ysgol Hafan y Mor,668,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---, HEYWOOD LANE,Tenby,,,SA70 8BZ,01834 843248,193
6682396,Milford Haven Community Primary School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Prioryville,,Milford Haven,Pembrokeshire,SA73 2LQ,01646 692705,734
6682397,Waldo Williams Primary School,668,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Barn Street,,Haverfordwest,Pembrokeshire,SA61 1TD,01437 765480,280
6683035,Cilgerran Church In Wales VC School,668,Pembrokeshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Cilgerran,Cardigan,Pembrokeshire,,SA43 2SB,01239 614226,128
6683036,Cosheston Vc School,668,Pembrokeshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Cosheston,Pembroke Dock,Pembrokeshire,,SA72 4UN,01646 683490,65
6683040,Cleddau Reach Vc School,668,Pembrokeshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,The Gail,Llangwm,Haverfordwest,Pembrokeshire,SA62 4HJ,01437 890528,238
6683042,Manorbier V.C.P School,668,Pembrokeshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Station Road,Manorbier,Tenby,Pembrokeshire,SA70 7SN,01834 871228,52
6683050,Spittal Church In Wales Voluntary Controlled School,668,Pembrokeshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Spittal,Haverfordwest,Pembrokeshire,,SA62 5QR,01437 741652,112
6683055,St Florence Vc School,668,Pembrokeshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,St Florence,Tenby,Pembrokeshire,,SA70 8LY,01834 871325,65
6683058,Ysgol Ger Y Llan,668,Pembrokeshire,Primary,Voluntary controlled,TR,Transitional,"Nursery, Infants & Juniors",Church in Wales,St Davids Road,Letterson,Haverford West,Pembrokeshire,SA62 5SL,01348 840248,129
6683059,Tenby Church in Wales VC Primary School,668,Pembrokeshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales, HEYWOOD LANE,Tenby,,,SA70 8BZ,01834 843241,308
6683060,Penrhyn Church in Wales Voluntary Controlled School,668,Pembrokeshire,Primary,Voluntary controlled,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Hundleton,,, Pembroke,SA71 5RD,01646 621813,114
6683061,Gelliswick Church in Wales Voluntary Controlled Primary School,668,Pembrokeshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Gelliswick Road,,Hakin,Milford Haven,SA73 3RD,01646 694852,553
6683311,Holy Name Rc School,668,Pembrokeshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Vergam Tce,Fishguard,Pembrokeshire,,SA65 9DF,01348 872506,124
6683313,Mary Immaculate Catholic Primary School,668,Pembrokeshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Merlins Terrace,Haverfordwest,Pembrokeshire,,SA61 1PH,01437 762324,225
6683314,St Francis R C Primary School,668,Pembrokeshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Priory Road,Milford Haven,Pembrokeshire,,SA73 2EE,01646 694830,136
6683315,St.Aidan's V.A. School,668,Pembrokeshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Wiston,Haverfordwest,Pembrokeshire,,SA62 4PS,01437 731449,67
6683319,St. Teilo's Catholic Primary School,668,Pembrokeshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Greenhill Road,Tenby,Pembrokeshire,,SA70 7LJ,01834 843995,86
6683320,St. Mark's V. A. School,668,Pembrokeshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,St Issells Avenue,Merlins Bridge,Haverfordwest,Pembrokeshire,SA61 1JX,01437 767623,132
